generator,copyright,minlat,minlon,maxlat,maxlon,id,visible,version2,timestamp,uid,lat,lon
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339569645,TRUE,2,2022-11-16T19:24:58Z,34927,52.127625,8.4163225
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339578621,TRUE,2,2015-04-10T17:58:26Z,189689,52.1264213,8.415831
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339578624,TRUE,2,2015-04-10T17:58:26Z,189689,52.127594,8.415718
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339578626,TRUE,2,2015-04-10T17:58:26Z,189689,52.1269383,8.4155286
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339578629,TRUE,2,2015-04-10T17:58:26Z,189689,52.127624,8.415721
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339578632,TRUE,2,2015-04-10T17:58:26Z,189689,52.1271334,8.4153887
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339586960,TRUE,3,2022-11-16T19:24:58Z,34927,52.1270964,8.415719
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339586962,TRUE,3,2022-11-16T19:24:58Z,34927,52.1271326,8.4149072
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339586969,TRUE,2,2018-03-31T16:55:36Z,34927,52.1270955,8.415834
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339586971,TRUE,3,2022-11-16T19:24:58Z,34927,52.1274244,8.416491
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339586982,TRUE,2,2018-03-31T16:55:36Z,34927,52.1255755,8.4164898
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339586984,TRUE,3,2022-11-16T19:24:58Z,34927,52.1274557,8.4165594
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339586988,TRUE,2,2018-03-31T16:55:36Z,34927,52.1274542,8.4165581
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339586989,TRUE,3,2022-11-16T19:24:58Z,34927,52.1276871,8.4155489
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339588457,TRUE,1,2015-02-09T12:03:22Z,189689,52.1273335,8.4136442
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339588459,TRUE,1,2015-02-09T12:03:22Z,189689,52.1274229,8.4155503
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339588466,TRUE,1,2015-02-09T12:03:23Z,189689,52.1275443,8.41564
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339588473,TRUE,1,2015-02-09T12:03:23Z,189689,52.1273248,8.4149613
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339589905,TRUE,1,2015-02-09T11:59:58Z,189689,52.1275566,8.4150521
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339589906,TRUE,2,2022-11-16T19:24:58Z,34927,52.127255,8.4156386
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339589911,TRUE,1,2015-02-09T11:59:58Z,189689,52.1273663,8.4150092
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339589912,TRUE,1,2015-02-09T11:59:58Z,189689,52.1269139,8.4138518
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339589915,TRUE,2,2018-03-31T17:04:39Z,34927,52.1279211,8.4147255
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339589917,TRUE,1,2015-02-09T11:59:58Z,189689,52.1268884,8.413611
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339589921,TRUE,1,2015-02-09T11:59:58Z,189689,52.1276576,8.4137918
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339589926,TRUE,1,2015-02-09T11:59:58Z,189689,52.1280778,8.4133482
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339589931,TRUE,2,2022-11-16T19:24:58Z,34927,52.127126,8.4121553
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339589933,TRUE,2,2022-11-16T19:24:58Z,34927,52.1279616,8.4134897
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339615627,TRUE,2,2022-11-16T19:24:58Z,34927,52.1268642,8.4118524
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339615630,TRUE,1,2015-02-09T12:16:14Z,189689,52.127187,8.4133408
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339615631,TRUE,1,2015-02-09T12:16:14Z,189689,52.1268705,8.4130109
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339615632,TRUE,2,2022-11-18T16:10:24Z,34927,52.1273368,8.4135347
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339615633,TRUE,1,2015-02-09T12:16:14Z,189689,52.1276644,8.4137432
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339615634,TRUE,2,2022-11-18T16:10:24Z,34927,52.1267345,8.413557
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339615635,TRUE,1,2015-02-09T12:16:14Z,189689,52.127205,8.4133646
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339615636,TRUE,1,2015-02-09T12:16:14Z,189689,52.1269317,8.4137995
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339615640,TRUE,2,2022-11-18T16:10:24Z,34927,52.1278789,8.4137516
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339615642,TRUE,1,2015-02-09T12:16:15Z,189689,52.1275294,8.4115377
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339615645,TRUE,2,2022-11-16T19:24:58Z,34927,52.1275009,8.413639
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339615649,TRUE,1,2015-02-09T12:16:15Z,189689,52.1279651,8.4134733
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339615650,TRUE,1,2015-02-09T12:16:15Z,189689,52.1280822,8.4120431
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339615653,TRUE,1,2015-02-09T12:16:15Z,189689,52.127237,8.4139233
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339615661,TRUE,1,2015-02-09T12:16:15Z,189689,52.1268156,8.4140053
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339615667,TRUE,2,2022-11-16T19:24:58Z,34927,52.1268493,8.4123456
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339615670,TRUE,1,2015-02-09T12:16:15Z,189689,52.1265858,8.4129728
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339615671,TRUE,2,2022-11-18T16:10:24Z,34927,52.1254662,8.413528
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339615674,TRUE,1,2015-02-09T12:16:15Z,189689,52.1264376,8.411775
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339615676,TRUE,2,2022-11-18T16:10:24Z,34927,52.1267484,8.4130489
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339615678,TRUE,2,2022-11-18T16:10:24Z,34927,52.1260728,8.4056344
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339615679,TRUE,2,2022-11-18T16:10:24Z,34927,52.1258124,8.4051231
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339615680,TRUE,2,2022-11-16T19:24:58Z,34927,52.1261913,8.4058247
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339615681,TRUE,2,2018-03-31T17:04:39Z,34927,52.1254856,8.4049294
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339615683,TRUE,2,2022-11-16T19:24:58Z,34927,52.1255777,8.4058906
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339621867,TRUE,1,2015-02-09T12:20:39Z,189689,52.1262599,8.4070296
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339621870,TRUE,2,2016-06-28T11:40:32Z,879327,52.1257168,8.4051921
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339621871,TRUE,1,2015-02-09T12:20:39Z,189689,52.1265074,8.4057072
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339621873,TRUE,2,2016-06-28T11:40:32Z,879327,52.127032,8.4061327
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339621875,TRUE,1,2015-02-09T12:20:39Z,189689,52.1272395,8.4093934
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339621876,TRUE,2,2018-03-31T17:04:39Z,34927,52.1260407,8.4066299
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339621880,TRUE,2,2016-06-28T11:40:32Z,879327,52.1266791,8.4090249
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339621885,TRUE,2,2018-03-31T17:04:39Z,34927,52.1262911,8.4053095
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339621888,TRUE,1,2015-02-09T12:20:39Z,189689,52.1267856,8.4047406
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339621890,TRUE,1,2015-02-09T12:20:39Z,189689,52.1277612,8.4063572
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339622193,TRUE,1,2015-02-09T12:20:39Z,189689,52.126749,8.4109402
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339622194,TRUE,1,2015-02-09T12:20:39Z,189689,52.1277077,8.4093486
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339622195,TRUE,1,2015-02-09T12:20:39Z,189689,52.1266318,8.4112909
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339622196,TRUE,2,2016-06-28T11:40:32Z,879327,52.1285249,8.4116772
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339622198,TRUE,1,2015-02-09T12:20:39Z,189689,52.1299399,8.4113649
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339625221,TRUE,2,2022-11-16T19:28:33Z,34927,52.1304606,8.4118733
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339625223,TRUE,2,2018-03-31T17:04:39Z,34927,52.1302569,8.4110485
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339625224,TRUE,3,2022-11-16T19:28:33Z,34927,52.130284,8.4132932
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339625234,TRUE,2,2022-11-16T19:28:33Z,34927,52.128361,8.4152778
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339627646,TRUE,2,2018-03-31T17:04:39Z,34927,52.1285501,8.4117805
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339627651,TRUE,4,2022-11-18T16:10:24Z,34927,52.1284122,8.411443
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339627655,TRUE,2,2018-03-31T17:04:39Z,34927,52.1301589,8.4122873
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339637295,TRUE,2,2015-03-24T22:02:27Z,189689,52.1285135,8.4133651
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339637296,TRUE,1,2015-02-09T12:34:19Z,189689,52.1285292,8.4132649
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339637300,TRUE,3,2022-11-16T19:24:58Z,34927,52.1283816,8.4133063
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339637301,TRUE,2,2022-11-16T19:24:58Z,34927,52.1306447,8.4112519
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339637302,TRUE,2,2022-11-16T19:24:58Z,34927,52.1285575,8.4134482
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339637304,TRUE,2,2015-03-24T22:02:27Z,189689,52.130164,8.413118
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339637306,TRUE,2,2015-03-24T22:02:27Z,189689,52.128587,8.4134127
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339637307,TRUE,2,2015-03-24T22:02:27Z,189689,52.1298669,8.4106077
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339637308,TRUE,3,2022-11-16T19:24:58Z,34927,52.1287822,8.4132829
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339637309,TRUE,2,2015-03-24T22:02:27Z,189689,52.1286312,8.4123822
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339637310,TRUE,3,2021-08-09T16:13:23Z,879327,52.1300749,8.4132498
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339637312,TRUE,2,2015-03-24T22:02:27Z,189689,52.1287563,8.415106
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339637313,TRUE,2,2022-11-16T19:24:58Z,34927,52.1286293,8.4112469
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339637314,TRUE,2,2015-03-24T22:02:27Z,189689,52.1285143,8.4133544
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339637316,TRUE,3,2022-11-16T19:29:56Z,34927,52.1285029,8.4136551
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339637317,TRUE,2,2015-03-24T22:02:27Z,189689,52.1284328,8.4111758
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339637319,TRUE,2,2021-08-09T16:13:23Z,879327,52.128533,8.4124562
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339637321,TRUE,2,2022-11-16T19:24:58Z,34927,52.1285478,8.4133707
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339637323,TRUE,2,2015-03-24T22:02:27Z,189689,52.1285365,8.4133441
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339637324,TRUE,1,2015-02-09T12:34:20Z,189689,52.1284918,8.413354
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339637326,TRUE,2,2018-03-31T17:04:40Z,34927,52.131114,8.4133103
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339637328,TRUE,2,2018-03-31T17:04:40Z,34927,52.1295425,8.4134487
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339637329,TRUE,2,2015-03-24T22:02:27Z,189689,52.1296348,8.4134228
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339637331,TRUE,2,2015-03-24T22:02:27Z,189689,52.1301621,8.4133962
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339637334,TRUE,2,2015-03-24T22:02:27Z,189689,52.1304389,8.40831
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339637335,TRUE,2,2015-03-24T22:02:27Z,189689,52.1300077,8.4166585
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339637336,TRUE,2,2015-03-24T22:02:27Z,189689,52.1301026,8.4157909
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339637337,TRUE,2,2015-03-24T22:02:27Z,189689,52.1307735,8.4162218
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339637341,TRUE,2,2015-03-24T22:02:27Z,189689,52.1304422,8.4182532
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339662818,TRUE,1,2015-02-09T12:45:16Z,189689,52.1308425,8.4145242
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339662819,TRUE,3,2022-11-16T19:24:58Z,34927,52.1295324,8.4166825
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339662821,TRUE,2,2021-08-09T16:13:23Z,879327,52.1295504,8.4153222
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339662824,TRUE,2,2022-11-16T19:24:58Z,34927,52.1312324,8.4118254
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339662829,TRUE,2,2022-11-16T19:24:58Z,34927,52.1305557,8.4156273
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339662830,TRUE,2,2022-11-16T19:24:58Z,34927,52.1311599,8.4158593
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339662831,TRUE,1,2015-02-09T12:45:16Z,189689,52.1315651,8.4167418
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339662832,TRUE,2,2022-11-16T19:24:58Z,34927,52.1307076,8.4180378
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339662834,TRUE,2,2022-11-16T19:24:58Z,34927,52.1306364,8.4153931
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339662838,TRUE,2,2022-11-16T19:24:58Z,34927,52.1308964,8.4081824
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339662840,TRUE,2,2021-08-09T16:13:23Z,879327,52.1315336,8.4136171
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339662844,TRUE,2,2022-11-16T19:24:58Z,34927,52.1295538,8.4084277
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339662847,TRUE,2,2022-11-16T19:24:58Z,34927,52.1307356,8.4163292
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339662852,TRUE,1,2015-02-09T12:45:17Z,189689,52.130852,8.4155418
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339662854,TRUE,1,2015-02-09T12:45:17Z,189689,52.1301808,8.4075014
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339662855,TRUE,2,2022-11-16T19:24:58Z,34927,52.1314991,8.4154988
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339662856,TRUE,1,2015-02-09T12:45:17Z,189689,52.1317045,8.4082171
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339662864,TRUE,2,2022-11-16T19:24:58Z,34927,52.132056,8.4056998
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339662866,TRUE,2,2022-11-16T19:24:58Z,34927,52.1302165,8.4190259
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339662869,TRUE,1,2015-02-09T12:45:17Z,189689,52.1299149,8.4059787
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339662870,TRUE,2,2021-08-09T16:13:23Z,879327,52.1295998,8.4071793
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339662872,TRUE,1,2015-02-09T12:45:17Z,189689,52.1328914,8.4127119
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339662874,TRUE,1,2015-02-09T12:45:17Z,189689,52.1333411,8.4192529
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339662876,TRUE,2,2022-11-16T19:24:58Z,34927,52.1330965,8.4152974
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339662882,TRUE,1,2015-02-09T12:45:17Z,189689,52.135577,8.4161359
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339662892,TRUE,1,2015-02-09T12:45:18Z,189689,52.1325264,8.4090421
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339663097,TRUE,2,2022-11-16T19:24:58Z,34927,52.1278286,8.4091199
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339663105,TRUE,2,2022-11-16T19:24:58Z,34927,52.1279158,8.4086247
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339663109,TRUE,2,2022-11-16T19:24:58Z,34927,52.1279763,8.4109148
CGImap 0.8.8 (95129 spike-08.openstreetmap.org),OpenStreetMap and contributors,52.1264,8.4128,52.1306,8.4212,3339663113,TRUE,2,2021-08-09T16:13:23Z,879327,52.1280616,8.4070937
